,review_text,,,,,大类,小类1,关键词,小类2,关键词,
642,"So I got off the app for a while. I came back just to text and face time one of my friends. All of the sudden, I have old men texting me and asking me for nudes!!! I get at least 3 people a day asking for them and I'm fed up with it!! It has literally turned into a porn website. So if you are just trying to stay in contact with people, use a different app where old men aren't trying to see you naked.",,,,,,,,,,
643,SO MUCH CHILD PORNOGRAPHY!!!,,,,,,,,,,
644,If you are looking for new friends don't use this app the girls are just looking for $$,,,,,,,,,,
645,not getting verification code...,,,,,,,,,,
646,I don't like this new least version so please give me my old account please it's really i need my old account,,,,,,,,,,
647,It helps to keep in contact with friends and family,,,,,,,,,,
648,This is a fun app,,,,,,,,,,
649,App is ok. Don't like all the extras. Just want to video call on my droid,,,,,,,,,,
650,worst.. it becomes porn.. ?,,,,,,,,,,
651,Garbage Don't download it,,,,,,,,,,
652,I was able to clearly see my newborn niece...I'm happy!,,,,,,,,,,
653,It's great.. We can play games while video calling,,,,,,,,,,
654,"App won't open anymore. Also, annoying notifications I don't need about sports, celebrities, etc..",,,,,,,,,,
655,"unable to install on my win 10 PC  tried a few times, where do I tell company so they can fix it",,,,,,,,,,
656,MY LIFE CHANGE IN TANGO I LOVE TANGO,,,,,,,,,,
657,Not a good app to use if you try and stay connected with relatives that have small children.,,,,,,,,,,
658,I like this app because it really let's you function with things and let's you get around easy in the app I would recemend it to a friend or just someone who like to get to know people,,,,,,,,,,
659,Some of you when you see things that are not real don't you know...look carefully fake is fake real is real..look again,,,,,,,,,,
660,?????????,,,,,,,,,,
661,"It's okay , kinda fun",,,,,,,,,,
662,They lost my original account and old contacts.,,,,,,,,,,
663,"So you sold your soul and ethics and morality just for a few extra dollars? How can you add porn to a messaging app? People were using it for family chats, you greedy low lives. And you just added porn? Remove this porn feature.",,,,,,,,,,
664,I think this is the best add ever,,,,,,,,,,
665,Its been a great help and source of income .Inspite all .give it a try,,,,,,,,,,
666,Can't send WiFi massage for free,,,,,,,,,,
667,did not receive variation code on my number whats the problem,,,,,,,,,,
668,It was very good but now disgusting because of pron profile ads now I hate this....,,,,,,,,,,
669,U Guy's are good,,,,,,,,,,
670,How can i use my road riot coins in tango app? and how can i redeem my road riot coins?,,,,,,,,,,
671,"To many scammers in this app, feel sorry for those stupid people who is doing this.",,,,,,,,,,
672,They just take money and fool you,,,,,,,,,,
673,I can't login even with email Facebook and Google acc are not working,,,,,,,,,,
674,It's wonderful app for chat,,,,,,,,,,
675,Gud had a nice time,,,,,,,,,,
676,It's very cool and I like that i can play games while I talk...,,,,,,,,,,
677,It has annoying alerts for when the app is broken.,,,,,,,,,,
678,I Love this a????pp.,,,,,,,,,,
679,"It's a very fantastic apps,I like it.thanks.",,,,,,,,,,
680,I hated I can't find a way to delete this account,,,,,,,,,,
681,This app is good but after downloading this my phone starts hanging...,,,,,,,,,,
682,"The app gets updated which i dont want, moreover i havent enabled auto update on my google play",,,,,,,,,,
683,I Been On Tango off and On For 5 to 6 Years this app improv e over the years si iam giving this a rating of 5 Stars ? the highest rating for top notch app serivce more people need to go on tango social Media is great here More Come to tango.???????,,,,,,,,,,
684,This app no good can't even get your phone book connected to tango,,,,,,,,,,
685,I wanted to AVERY one,,,,,,,,,,
686,They don't solve problem with your account. They aren't professionals changed my account.,,,,,,,,,,
687,They don't solve problem with the account.,,,,,,,,,,
688,Thanx for making this app. Hope I will hv some gud friends here!,,,,,,,,,,
689,I just got alot of people texting me,,,,,,,,,,
690,"just tries to do too much to my tablet, tablet freeze's solid. the app also started to pop up messages asking for personal data. uninstalled.",,,,,,,,,,
691,It amazing keep up the work,,,,,,,,,,
692,"It's a good app but it lags and it gets blury, bad quality. ?",,,,,,,,,,
693,It's good enough for short video chats with my wife. The games are a cool feature but it ends calls often for no reason. Other than that I like it.,,,,,,,,,,
694,I think you should get this it's really good,,,,,,,,,,
695,I may not know a lot of apps but this is the worst one I've ever encountered sex every pedophile get ahold of you and all your information,,,,,,,,,,
696,No customer service help..and no way to contact customer service by phone,,,,,,,,,,
697,Thank you for the service can you make the app operate on ZTE z222 phone,,,,,,,,,,
698,This app is just disgusting everyone has a porn profile and if you report they do not remove them I am disgusted alot of child pornographic is on here I have even reported to FBI and federal police let's see if they really going to investigate tango or not.,,,,,,,,,,
699,Needs a better unfollow option,,,,,,,,,,
700,So far so good...,,,,,,,,,,
701,IT'S AWESOME ????,,,,,,,,,,
702,Well I can certainly appreciate that an app does what it says clear and perfect video chat good audio very nice,,,,,,,,,,
703,LIKE I WAS AMAZED LIKE AM I SEEING MY LONG LOST MOM,,,,,,,,,,
704,Can two people that live far away and it's really good help,,,,,,,,,,
705,I need to delete my old account . its very annoying that i cannot control my account as I wish,,,,,,,,,,
706,The tango but I can danloed it,,,,,,,,,,
707,Brilliant app like it super,,,,,,,,,,
708,Better than FB messenger for sure on video call and the games while in call is a plus. Good job,,,,,,,,,,
709,"I get suspended every year for no reason at all, when you ask to be restored they don't and, I got suspended now for more than 10 days and still waiting for my account to be restore",,,,,,,,,,
710,How to transfer coins from Road Riot game to Tango app??,,,,,,,,,,
711,Your operation is like a spider designed to spider.There was a mango if you had a dough when contacting your customer care . To prevent payment when doing an account set Frequent is the suspension.,,,,,,,,,,
712,Buenas noches al respecto de este de este problema es pido mil disculpas en lo que me caga me a otra cosa yo no insultado a nadie yo las amo a las respeto yo no les he puesto que se saquen que publique una vez y lo hice pero de lo mío okay las se?oritas se molestan porque yo no le regaló un barco no le regaló una un carro no le regaló cosas caras mi entender yo con tres mujeres y hacíamos un pacto para conocernos y casar y a ver si había una realidad una relación fueron tres veces pero nadie esto,,,,,,,,,,
713,Been awhile since used this. Liked the App..Loved the quality and recent creative updates !! Sadly my Account with y'all was hacked due to Unreasonable Exsposure Access of my email. Chat Profil3 logged in as is totally incorrect. Please help me to fix so I can Rate!?,,,,,,,,,,
714,It ok the connection is not so good,,,,,,,,,,
715,A lot of scammers in this apps,,,,,,,,,,
716,It's a very good app,,,,,,,,,,
717,Work's good for me,,,,,,,,,,
718,I met the love of my life three years ago on here. Only thing he lives on other side of the world. But we are still together 3 years later. Thank you tango.,,,,,,,,,,
719,The app is so good... It's really enjoyable..,,,,,,,,,,
720,"I'm using the note 8 and after the update, the tango doesn't support the screen splitting feature anymore",,,,,,,,,,
721,I think this app i good for everyone cus some people and kids don't have they phone on so I happen for people that have this app,,,,,,,,,,
722,"Not sure if it's due to updates but this app is horrible which sucks because it use to be pretty good. Even when both parties have WiFi or full service, there are still connection issues be it video or audio.",,,,,,,,,,
723,Cell phone was not available this was perfect on a tablet!,,,,,,,,,,
724,I'm trying to Delete my account and i can't,,,,,,,,,,
725,where is my old account why code msg not send,,,,,,,,,,
726,Great for connecting with my family away from me,,,,,,,,,,
727,I hate the video chat,,,,,,,,,,
728,Just like all dating apps. Lots of players. No one is serious so no.,,,,,,,,,,
729,It is a good app,,,,,,,,,,
730,"I've been using this app since they started, and still this is the best.",,,,,,,,,,
731,After the changes made its more of an attention app and one for people to beg for money. Too many imposters and fake accounts.,,,,,,,,,,
732,Maria Isabel Toro Baez Enriquez,,,,,,,,,,
733,Why i am not getting the OTP of my old account and i also drop an e mail at tango support,,,,,,,,,,
734,"It's an okay app, this app was way better when it had rooms to chat in. Wish they can bring it back in some form. From the new update you lose likes and comments from old photo, videos posted on your profile. Fix it",,,,,,,,,,
735,this app is an utter failure and waste of time,,,,,,,,,,
736,got to talk to my grandson and see how he was looking at the same time,,,,,,,,,,
737,It's a nice app easy to use so u can keep in touch with family,,,,,,,,,,
738,It's great and fun,,,,,,,,,,
739,"Hi Dear sir / Madam Today I was doing live during this time my I’d was banned for 24 hour with out any reason , I didn’t do during the live and also I didn’t breaks the rules also so please help to continue today my target and my live I request your team to resolve this issue with in a hour and help me to continue for today live , I saw other live they will sit without dress ? but I never did like that , Awaiting for your replay Best regards Radhika",,,,,,,,,,
740,"I just like it, is very efficient...",,,,,,,,,,
741,"Fun,silly and U can call/facetime people for 2 hours!",,,,,,,,,,
742,I like this app I can talk to my family and my friends at school,,,,,,,,,,
743,Its amazing how i get to chat with my friends and family on this amazing app.,,,,,,,,,,
744,Straightforward app that is fun to use.,,,,,,,,,,
745,"If it can be reversed the accidental deleted files, that would be great.",,,,,,,,,,
746,It's easy to use.,,,,,,,,,,
747,Good app I love it,,,,,,,,,,
748,It's great. There are games to pay while talking.,,,,,,,,,,
749,Sometimes cuts out in the middle of a conversation and it now doesn't accept my wireless headphones.,,,,,,,,,,
750,works great most of the time.,,,,,,,,,,
751,You can't tag people. It's slow and you keep getting interupted by advertisments to download apps you don't want.,,,,,,,,,,
752,"help me in its accessibility please, right now.",,,,,,,,,,
753,"Am very happy ,all in one",,,,,,,,,,
754,love it all in one,,,,,,,,,,
755,Nothing but I am thankful,,,,,,,,,,
756,it keeps space and i like it...try it,,,,,,,,,,
757,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
758,only has six of the apps it tells you it has,,,,,,,,,,
759,thks am new but hving disappointment due to unfortinately facebook has stop pliz adevise me,,,,,,,,,,
760,Convenient since all social networks are in?orporated in just one App.,,,,,,,,,,
761,???????????????la P??????,,,,,,,,,,
762,The only one that I can do to get a chance to talk with the following user says it will not work on,,,,,,,,,,
763,Its Good to used all the applications.,,,,,,,,,,
764,I am just learning how and I got locked out of my own page!,,,,,,,,,,
765,It has Facebook also it has film Facebook also,,,,,,,,,,
766,"Yes i need app any message &video call chat ,and picture send..must work,coz i cant used this ...please help me to sort it ...out..thankyou for your services,team ..thanksjoy",,,,,,,,,,
767,Just using this for the first time,,,,,,,,,,
768,It sucks... I wanted to watch Netflix because I have an older tablet that won't let me download it and it didn't even sow up when I opened this app.... This is the WORST APP EVER,,,,,,,,,,
769,I love this all in one app,,,,,,,,,,
770,I think you should have the opportunity to discuss further details about your email address and password,,,,,,,,,,
771,This allows me to stay in touch with family and friends,,,,,,,,,,
772,It's more easy to get on whatever network that's listed,,,,,,,,,,
773,This app is great and fast .,,,,,,,,,,
774,"""love having the aps together.",,,,,,,,,,
775,Ugh!!!!!!,,,,,,,,,,
776,It doesn't let me comment on posts,,,,,,,,,,
777,This application is good for me.,,,,,,,,,,
778,This is the best idea ever since,,,,,,,,,,
779,nice to get all social services,,,,,,,,,,
780,Thank You! You all have made so much possible for ?? Teri*,,,,,,,,,,
781,"I think is good, still exploring it",,,,,,,,,,
782,Social as it gets its social....,,,,,,,,,,
783,Every social network I need is right here no searching for anything,,,,,,,,,,
784,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
785,It's very easy to use this app,,,,,,,,,,
786,I think that this is very good app easy to use all in one.,,,,,,,,,,
787,"Convenient, fast, reliable",,,,,,,,,,
788,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
789,Its fast to download but I can't log in to any of the apps and the worst of all this app sucks very bad with or without a connection.,,,,,,,,,,
790,The app is fairly good,,,,,,,,,,
791,I like it good job,,,,,,,,,,
792,It's awesome. Very useful.,,,,,,,,,,
793,"I have a hard time with organization, but this app. Consolidates my social apps.",,,,,,,,,,
794,I don't add other watch others,,,,,,,,,,
795,? My name is Teri* Barrett - Im just learning the Internet - I want to THANK YOU ALLfor being a BIG part of Great change in My Life . All My ? And BLESSINGS TO YOU AND YOURS??,,,,,,,,,,
796,Hacking is all around.,,,,,,,,,,
797,It's a fair enjoy part of the network,,,,,,,,,,
798,Facebook is awesome ??,,,,,,,,,,
799,I was hacked want to change my account an you won't let me why?,,,,,,,,,,
800,Its hard to install update,,,,,,,,,,
801,This app doesnt load stickers on insta story,,,,,,,,,,
802,"I think it is very good,,,",,,,,,,,,,
803,Couldn't find any hint of a privacy agreement. No way will I try it without seeing that first.,,,,,,,,,,
804,You can't tag people. It's slow and you keep getting interupted by advertisments to download apps you don't want.,,,,,,,,,,
805,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
806,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
807,? My name is Teri* Barrett - Im just learning the Internet - I want to THANK YOU ALLfor being a BIG part of Great change in My Life . All My ? And BLESSINGS TO YOU AND YOURS??,,,,,,,,,,
808,It is just awesome.,,,,,,,,,,
809,its excellent .I like it,,,,,,,,,,
810,I like this better .....,,,,,,,,,,
811,the only one that has a very strong team and I don't think it is the only thing I have ever been in a relationship with the United States and its European union in a very good position for you and your friends are for you to get the best out of them are not a good thing to have the only way to do this for a good day at work today so I'm going to have a very strong and the best way to get a good thing I don't have a good day at the best out of them are not a good day at the best out of them are no,,,,,,,,,,
812,not really happy with this service. Will use a couple of weeks and rate.,,,,,,,,,,
813,You can't tag people. It's slow and you keep getting interupted by advertisments to download apps you don't want.,,,,,,,,,,
814,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
815,Convenient since all social networks are in?orporated in just one App.,,,,,,,,,,
816,I am just learning how and I got locked out of my own page!,,,,,,,,,,
817,I think you should have the opportunity to discuss further details about your email address and password,,,,,,,,,,
818,It doesn't let me comment on posts,,,,,,,,,,
819,Every social network I need is right here no searching for anything,,,,,,,,,,
820,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
821,I think that this is very good app easy to use all in one.,,,,,,,,,,
822,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
823,? My name is Teri* Barrett - Im just learning the Internet - I want to THANK YOU ALLfor being a BIG part of Great change in My Life . All My ? And BLESSINGS TO YOU AND YOURS??,,,,,,,,,,
824,Hacking is all around.,,,,,,,,,,
825,I was hacked want to change my account an you won't let me why?,,,,,,,,,,
826,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
827,Its fast to download but I can't log in to any of the apps and the worst of all this app sucks very bad with or without a connection.,,,,,,,,,,
828,? My name is Teri* Barrett - Im just learning the Internet - I want to THANK YOU ALLfor being a BIG part of Great change in My Life . All My ? And BLESSINGS TO YOU AND YOURS??,,,,,,,,,,
829,because I thought that by signing in on one you be signing in on all,,,,,,,,,,
830,the only one that has a very strong team and I don't think it is the only thing I have ever been in a relationship with the United States and its European union in a very good position for you and your friends are for you to get the best out of them are not a good thing to have the only way to do this for a good day at work today so I'm going to have a very strong and the best way to get a good thing I don't have a good day at the best out of them are not a good day at the best out of them are no,,,,,,,,,,
831,not really happy with this service. Will use a couple of weeks and rate.,,,,,,,,,,
832,You can't tag people. It's slow and you keep getting interupted by advertisments to download apps you don't want.,,,,,,,,,,
833,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
834,I am just learning how and I got locked out of my own page!,,,,,,,,,,
835,Just using this for the first time,,,,,,,,,,
836,I think you should have the opportunity to discuss further details about your email address and password,,,,,,,,,,
837,This allows me to stay in touch with family and friends,,,,,,,,,,
838,"I think is good, still exploring it",,,,,,,,,,
839,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
840,It's very easy to use this app,,,,,,,,,,
841,I think that this is very good app easy to use all in one.,,,,,,,,,,
842,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
843,Its fast to download but I can't log in to any of the apps and the worst of all this app sucks very bad with or without a connection.,,,,,,,,,,
844,I like it good job,,,,,,,,,,
845,It's awesome. Very useful.,,,,,,,,,,
846,? My name is Teri* Barrett - Im just learning the Internet - I want to THANK YOU ALLfor being a BIG part of Great change in My Life . All My ? And BLESSINGS TO YOU AND YOURS??,,,,,,,,,,
847,Hacking is all around.,,,,,,,,,,
848,excellentlySUPERB!!!!-!!waymanross,,,,,,,,,,
849,every time I try to like a photo on Facebook it wont let me it just loads the post. it won't pop up the reaction menu either.,,,,,,,,,,
850,j love nigeria movies i.get fhe here and many others.,,,,,,,,,,
851,this app is very helpful and easy to use good on Android phones thanks I did not have any problems using would recommend thank you ?,,,,,,,,,,
852,netflix for andriod...???,,,,,,,,,,
853,because I thought that by signing in on one you be signing in on all,,,,,,,,,,
854,It is just awesome.,,,,,,,,,,
855,its excellent .I like it,,,,,,,,,,
856,I like this better .....,,,,,,,,,,
857,the only one that has a very strong team and I don't think it is the only thing I have ever been in a relationship with the United States and its European union in a very good position for you and your friends are for you to get the best out of them are not a good thing to have the only way to do this for a good day at work today so I'm going to have a very strong and the best way to get a good thing I don't have a good day at the best out of them are not a good day at the best out of them are no,,,,,,,,,,
858,not really happy with this service. Will use a couple of weeks and rate.,,,,,,,,,,
859,works great most of the time.,,,,,,,,,,
860,You can't tag people. It's slow and you keep getting interupted by advertisments to download apps you don't want.,,,,,,,,,,
861,"help me in its accessibility please, right now.",,,,,,,,,,
862,"Am very happy ,all in one",,,,,,,,,,
863,love it all in one,,,,,,,,,,
864,Nothing but I am thankful,,,,,,,,,,
865,it keeps space and i like it...try it,,,,,,,,,,
866,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
867,only has six of the apps it tells you it has,,,,,,,,,,
868,thks am new but hving disappointment due to unfortinately facebook has stop pliz adevise me,,,,,,,,,,
869,Convenient since all social networks are in?orporated in just one App.,,,,,,,,,,
870,???????????????la P??????,,,,,,,,,,
871,The only one that I can do to get a chance to talk with the following user says it will not work on,,,,,,,,,,
872,Its Good to used all the applications.,,,,,,,,,,
873,I am just learning how and I got locked out of my own page!,,,,,,,,,,
874,It has Facebook also it has film Facebook also,,,,,,,,,,
875,"Yes i need app any message &video call chat ,and picture send..must work,coz i cant used this ...please help me to sort it ...out..thankyou for your services,team ..thanksjoy",,,,,,,,,,
876,Just using this for the first time,,,,,,,,,,
877,It sucks... I wanted to watch Netflix because I have an older tablet that won't let me download it and it didn't even sow up when I opened this app.... This is the WORST APP EVER,,,,,,,,,,
878,I love this all in one app,,,,,,,,,,
879,I think you should have the opportunity to discuss further details about your email address and password,,,,,,,,,,
880,This allows me to stay in touch with family and friends,,,,,,,,,,
881,It's more easy to get on whatever network that's listed,,,,,,,,,,
882,This app is great and fast .,,,,,,,,,,
883,"""love having the aps together.",,,,,,,,,,
884,Ugh!!!!!!,,,,,,,,,,
885,It doesn't let me comment on posts,,,,,,,,,,
886,This application is good for me.,,,,,,,,,,
887,This is the best idea ever since,,,,,,,,,,
888,nice to get all social services,,,,,,,,,,
889,Thank You! You all have made so much possible for ?? Teri*,,,,,,,,,,
890,"I think is good, still exploring it",,,,,,,,,,
891,Social as it gets its social....,,,,,,,,,,
892,Every social network I need is right here no searching for anything,,,,,,,,,,
893,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
894,It's very easy to use this app,,,,,,,,,,
895,I think that this is very good app easy to use all in one.,,,,,,,,,,
896,"Convenient, fast, reliable",,,,,,,,,,
897,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
898,Its fast to download but I can't log in to any of the apps and the worst of all this app sucks very bad with or without a connection.,,,,,,,,,,
899,The app is fairly good,,,,,,,,,,
900,I like it good job,,,,,,,,,,
901,It's awesome. Very useful.,,,,,,,,,,
902,"I have a hard time with organization, but this app. Consolidates my social apps.",,,,,,,,,,
903,I downloaded this because it showed Netflix big N. but no netflix why do you show symbols &not have what you show.this sucks,,,,,,,,,,
904,the only one that has a very strong team and I don't think it is the only thing I have ever been in a relationship with the United States and its European union in a very good position for you and your friends are for you to get the best out of them are not a good thing to have the only way to do this for a good day at work today so I'm going to have a very strong and the best way to get a good thing I don't have a good day at the best out of them are not a good day at the best out of them are no,,,,,,,,,,
905,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
906,I think you should have the opportunity to discuss further details about your email address and password,,,,,,,,,,
907,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
908,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
909,"SPACE SAVER I love this all-in-one app, it allowed me to free up so much space and its much easier to go to one place to access all of my apps!",,,,,,,,,,
910,good daidai in jimu mu hausawa kano nigeria,,,,,,,,,,
911,??? ????,,,,,,,,,,
912,It a lovely app and I love it,,,,,,,,,,
913,it is so much fun,,,,,,,,,,
914,I downloaded this because it showed Netflix big N. but no netflix why do you show symbols &not have what you show.this sucks,,,,,,,,,,
915,every time I try to like a photo on Facebook it wont let me it just loads the post. it won't pop up the reaction menu either.,,,,,,,,,,
916,this app is very helpful and easy to use good on Android phones thanks I did not have any problems using would recommend thank you ?,,,,,,,,,,
917,because I thought that by signing in on one you be signing in on all,,,,,,,,,,
918,the only one that has a very strong team and I don't think it is the only thing I have ever been in a relationship with the United States and its European union in a very good position for you and your friends are for you to get the best out of them are not a good thing to have the only way to do this for a good day at work today so I'm going to have a very strong and the best way to get a good thing I don't have a good day at the best out of them are not a good day at the best out of them are no,,,,,,,,,,
919,not really happy with this service. Will use a couple of weeks and rate.,,,,,,,,,,
920,You can't tag people. It's slow and you keep getting interupted by advertisments to download apps you don't want.,,,,,,,,,,
921,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
922,I am just learning how and I got locked out of my own page!,,,,,,,,,,
923,I think you should have the opportunity to discuss further details about your email address and password,,,,,,,,,,
924,Social as it gets its social....,,,,,,,,,,
925,It's very easy to use this app,,,,,,,,,,
926,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
927,didn't suit my needs,,,,,,,,,,
928,help me solve this problem,,,,,,,,,,
929,this app has help me alot i have been enjoying it...,,,,,,,,,,
930,"SPACE SAVER I love this all-in-one app, it allowed me to free up so much space and its much easier to go to one place to access all of my apps!",,,,,,,,,,
931,It a lovely app and I love it,,,,,,,,,,
932,I downloaded this because it showed Netflix big N. but no netflix why do you show symbols &not have what you show.this sucks,,,,,,,,,,
933,excellentlySUPERB!!!!-!!waymanross,,,,,,,,,,
934,every time I try to like a photo on Facebook it wont let me it just loads the post. it won't pop up the reaction menu either.,,,,,,,,,,
935,this app is very helpful and easy to use good on Android phones thanks I did not have any problems using would recommend thank you ?,,,,,,,,,,
936,because I thought that by signing in on one you be signing in on all,,,,,,,,,,
937,the only one that has a very strong team and I don't think it is the only thing I have ever been in a relationship with the United States and its European union in a very good position for you and your friends are for you to get the best out of them are not a good thing to have the only way to do this for a good day at work today so I'm going to have a very strong and the best way to get a good thing I don't have a good day at the best out of them are not a good day at the best out of them are no,,,,,,,,,,
938,not really happy with this service. Will use a couple of weeks and rate.,,,,,,,,,,
939,You can't tag people. It's slow and you keep getting interupted by advertisments to download apps you don't want.,,,,,,,,,,
940,"Am very happy ,all in one",,,,,,,,,,
941,Nothing but I am thankful,,,,,,,,,,
942,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
943,Convenient since all social networks are in?orporated in just one App.,,,,,,,,,,
944,I am just learning how and I got locked out of my own page!,,,,,,,,,,
945,I love this all in one app,,,,,,,,,,
946,I think you should have the opportunity to discuss further details about your email address and password,,,,,,,,,,
947,This allows me to stay in touch with family and friends,,,,,,,,,,
948,"""love having the aps together.",,,,,,,,,,
949,It doesn't let me comment on posts,,,,,,,,,,
950,This application is good for me.,,,,,,,,,,
951,This is the best idea ever since,,,,,,,,,,
952,Thank You! You all have made so much possible for ?? Teri*,,,,,,,,,,
953,Every social network I need is right here no searching for anything,,,,,,,,,,
954,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
955,You can't tag people. It's slow and you keep getting interupted by advertisments to download apps you don't want.,,,,,,,,,,
956,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
957,This allows me to stay in touch with family and friends,,,,,,,,,,
958,It's more easy to get on whatever network that's listed,,,,,,,,,,
959,It doesn't let me comment on posts,,,,,,,,,,
960,This application is good for me.,,,,,,,,,,
961,"I think is good, still exploring it",,,,,,,,,,
962,Every social network I need is right here no searching for anything,,,,,,,,,,
963,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
964,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
965,Its fast to download but I can't log in to any of the apps and the worst of all this app sucks very bad with or without a connection.,,,,,,,,,,
966,The app is fairly good,,,,,,,,,,
967,I like it good job,,,,,,,,,,
968,It's awesome. Very useful.,,,,,,,,,,
969,? My name is Teri* Barrett - Im just learning the Internet - I want to THANK YOU ALLfor being a BIG part of Great change in My Life . All My ? And BLESSINGS TO YOU AND YOURS??,,,,,,,,,,
970,Hacking is all around.,,,,,,,,,,
971,I was hacked want to change my account an you won't let me why?,,,,,,,,,,
972,This app doesnt load stickers on insta story,,,,,,,,,,
973,"I think it is very good,,,",,,,,,,,,,
974,Couldn't find any hint of a privacy agreement. No way will I try it without seeing that first.,,,,,,,,,,
975,??????,,,,,,,,,,
976,It's so marvellous exuberant superb and a fantastic app you can use for all social networks try it now,,,,,,,,,,
977,For now i can give it stars it is a good as I'm still find out .but i want to know if it have notification for all those apps in it .,,,,,,,,,,
978,"try it first,,,good apps",,,,,,,,,,
979,You can't tag people. It's slow and you keep getting interupted by advertisments to download apps you don't want.,,,,,,,,,,
980,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
981,"I think is good, still exploring it",,,,,,,,,,
982,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
983,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
984,Its fast to download but I can't log in to any of the apps and the worst of all this app sucks very bad with or without a connection.,,,,,,,,,,
985,? My name is Teri* Barrett - Im just learning the Internet - I want to THANK YOU ALLfor being a BIG part of Great change in My Life . All My ? And BLESSINGS TO YOU AND YOURS??,,,,,,,,,,
986,Couldn't find any hint of a privacy agreement. No way will I try it without seeing that first.,,,,,,,,,,
987,awesome!!! i can get to everything only in a small little app and it fosent take all my storage,,,,,,,,,,
988,It doesn't work at all in my devise.It seems unhelpful.I think it should not exist.,,,,,,,,,,
989,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
990,? My name is Teri* Barrett - Im just learning the Internet - I want to THANK YOU ALLfor being a BIG part of Great change in My Life . All My ? And BLESSINGS TO YOU AND YOURS??,,,,,,,,,,
991,"I thought you could message people on Instagram. But it's just the same as the online version. Why would I waste my space if I can easily just go online amd look at my stuff. I only have one problem and that's trying to message, but I can't because my Instagram won't even open. Why would you make an online version into an app??",,,,,,,,,,
